keyword,cluster,wordstat_broad,wordstat_phrase,wordstat_fixed,wordstat_scope,rustore_autocomplete,rustore_suggestions,rustore_serp_tested,rustore_result_count_displayed,rustore_top20_relevant_titles,asodesk_rustore_metric,stage,priority,product_fit,notes
гороскоп на завтра женщина,horoscope,56279,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
точный гороскоп мужчина,horoscope,54720,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп года женщина,horoscope,50407,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп рак женщина,horoscope,50020,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп лев женщина,horoscope,47905,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп овен женщина,horoscope,44086,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп телец женщина,horoscope,44022,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп тельцам женщинам,horoscope,44015,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп рак на июль,horoscope,42433,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп скорпион женщина,horoscope,41790,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп близнецы женщина,horoscope,41220,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп рак мужчина,horoscope,40803,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
самый точный гороскоп мужчина,horoscope,40649,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп водолей женщина,horoscope,40234,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп на июль мужчины,horoscope,39980,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп стрелец женщина,horoscope,39734,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп козерог женщина,horoscope,39335,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп рыбы женщина,horoscope,38874,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп дева женщина,horoscope,38335,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп весы женщина,horoscope,38143,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп дева мужчина,horoscope,37256,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп лев мужчина,horoscope,36651,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп женщина самый точный,horoscope,36326,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп на июль близнецы,horoscope,35841,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп на июль рыбы,horoscope,35441,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп овен мужчина,horoscope,35022,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп лев на июль,horoscope,34952,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп телец на июль,horoscope,34409,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп тельцам на июль,horoscope,34409,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп на июль овен,horoscope,34392,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп мужчинам тельцам,horoscope,33840,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп телец мужчина,horoscope,33840,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп на июль дева,horoscope,33407,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп на июль весы,horoscope,32538,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп на июль водолей,horoscope,32385,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп близнецы мужчина,horoscope,31975,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп на июль скорпион,horoscope,31296,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
точный гороскоп на сегодня женщина,horoscope,31280,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп водолей мужчина,horoscope,30776,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп мужчина год,horoscope,30728,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп на июль козерог,horoscope,30276,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
гороскоп весы мужчина,horoscope,30224,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
ведическая астрология,astrology,9848,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрия соединение,synastry,8646,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрия онлайн,synastry,8509,,,Yandex Russia / smartphones / last available 30 days,no,,yes,492,0,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология какая,astrology,8251,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрии луна,synastry,5778,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
доме синастрии,synastry,5418,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология год,astrology,4841,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрия солнце,synastry,4830,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология карта,astrology,4675,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
день астрологии,astrology,4510,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрии марса,synastry,4478,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
хорарная астрология,astrology,4085,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология онлайн,astrology,4065,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
натальная астрология,astrology,3395,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология рождение,astrology,3255,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрия квадрат,synastry,3117,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология бесплатно,astrology,2966,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
дзен астрология,astrology,2910,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
школа астрологии,astrology,2890,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
про астрологию,astrology,2887,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология рассчитать,astrology,2773,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология скачать,astrology,2602,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология человек,astrology,2439,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
сатурн синастрия,synastry,2288,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология воровка,astrology,2274,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология значение,astrology,2147,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрия партнеров,synastry,2102,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология суть,astrology,2039,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрия карта,synastry,1907,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология сегодня,astrology,1769,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
натальная синастрия,synastry,1729,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
песня астрология,astrology,1666,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология львов,astrology,1658,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
лев астрология,astrology,1650,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
астрология точка,astrology,1626,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрия рассчитать,synastry,1582,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология гороскоп,astrology,1581,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология женщины,astrology,1549,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрия нептуна,synastry,1501,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
лучшие астрологии,astrology,1494,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрия бесплатно,synastry,1493,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрия трин,synastry,1419,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология прогноз,astrology,1402,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология зрение,astrology,1393,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
западная астрология,astrology,1356,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
джйотиш астрология,astrology,1350,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
рак астрология,astrology,1268,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
почему астрологию,astrology,1264,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология нумерология,astrology,1244,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
секстиль синастрия,synastry,1227,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
академия астрологии,astrology,1226,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология период,astrology,1215,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
тригон синастрия,synastry,1201,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
обучение астрологии,astrology,1193,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология совместимость,astrology,1144,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология левина,astrology,1137,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
меркурий синастрия,synastry,1130,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрия уран,synastry,1077,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
раха астрология,astrology,1066,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология просто,astrology,1049,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология время,astrology,1003,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
геокульт синастрия,synastry,982,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
весы астрология,astrology,980,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
астрология девы,astrology,976,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология мужчина,astrology,969,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
козероге астрология,astrology,913,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
астрология расшифровка,astrology,897,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
курсы астрологии,astrology,894,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология близнецы,astrology,886,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
астрология расчет,astrology,874,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
символы астрологии,astrology,871,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология цветов,astrology,847,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология видео,astrology,841,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология павел,astrology,818,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
транзиты астрология,astrology,788,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
цвет астрологии,astrology,783,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
где астрология,astrology,781,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология читаем,astrology,780,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
читать астрологию,astrology,780,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
лунная астрология,astrology,766,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрии форум,synastry,722,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология андреев,astrology,722,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология чисел,astrology,717,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология сергея,astrology,652,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология отношений,astrology,646,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
тибетская астрология,astrology,636,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология судьбы,astrology,635,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология вопросы,astrology,627,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
дараган астрология,astrology,625,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология затмение,astrology,622,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология телец,astrology,603,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
астрология сколько,astrology,592,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
ретроградная астрология,astrology,591,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология купить,astrology,576,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
северная астрология,astrology,566,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
институт астрологии,astrology,552,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
кармическая астрология,astrology,550,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология неделя,astrology,546,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
татьяна астрология,astrology,545,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология россии,astrology,540,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология официальный,astrology,523,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
характеристика астрологии,astrology,522,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,content/seasonal,MEDIUM,HIGH,
синастрия планет,synastry,520,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология говорят,astrology,518,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
отзыв астрология,astrology,505,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
медицинская астрология,astrology,503,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология событий,astrology,502,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология безбородного,astrology,483,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология нова,astrology,483,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
новая астрология,astrology,483,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология имени,astrology,481,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология джойтиш,astrology,475,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология формул,astrology,467,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология любви,astrology,465,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астрология определить,astrology,464,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
расчет синастрии,synastry,415,,,Yandex Russia / smartphones / last available 30 days,no,,yes,499,0,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрия груди,synastry,361,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрия любви,synastry,282,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
кармическая синастрия,synastry,262,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрия отношений,synastry,261,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрия стрельца,synastry,260,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
построить синастрию,synastry,250,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
полная синастрия,synastry,231,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
синастрия человека,synastry,224,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
фортуна синастрия,synastry,223,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
астросик синастрия,synastry,201,,,Yandex Russia / smartphones / last available 30 days,no,,no,,,BLOCKED — profile links resolved to Google Play,growth,MEDIUM,HIGH,
гороскоп,horoscope,4376696,,,Yandex Russia / smartphones / last available 30 days,partial,"Гороскопы | Гороскопы бесплатно, натальная карта | Гороскоп на каждый день - онлайн | гороскопы",yes,497,20,BLOCKED — profile links resolved to Google Play,scale,LONG_TERM,HIGH,High demand and high competition; do not use as launch KPI alone.
